id,name,cuisine_type,price_normal,price_alt,menu_details,includes_dessert,includes_drink,schedule,days_from,days_to,excluded_day,open_time,close_time,phone,website,google_maps_url,google_place_id
85,Kserol,"Spanish, Tapas",17.5,,Starter + Main + Dessert + Water,True,True,Mon–Fri 13:00–16:00,Mon,Fri,,13:00,16:00,+34936393342,https://www.kserol.com/,https://maps.app.goo.gl/vFV6znnN5ytjWTwu7?g_st=ac,ChIJxXT2zueipBIRhT17oqbcnx8
86,Tortuga Restaurante,"Mediterranean, Fusion",14.9,,Starter + Main + Dessert + Drink,True,True,Wed–Fri 13:00–15:30,Wed,Fri,,13:00,15:30,+34658474227,https://tortugarestaurante.es/,https://maps.app.goo.gl/jyvz1UsuQr6vfA626?g_st=ac,ChIJV6o4KuSipBIRZctAmCO_wlI
87,El Tros de La Rambla,Spanish,18.0,,Starter + Main + Dessert + Drink,True,True,Mon–Fri 12:00–16:00,Mon,Fri,,12:00,16:00,+34932718533,https://eltrosdelarambla.com/,https://maps.app.goo.gl/2HboHmU7rF2jcNhB6?g_st=ac,ChIJ3e3lQ0OjpBIR-FhvPgNsTLQ
88,Cumpanamá,Peruvian,15.9,,Starter + Main + Dessert + Drink,True,True,Mon–Fri 13:00–17:00,Mon,Fri,,13:00,17:00,+34935154054,https://cumpanama.com/,https://maps.app.goo.gl/7tKMQq3a7LkNKUy67?g_st=ac,ChIJ5TETZeGjpBIR9Fjp3o4ZobM
89,La vietnamita - gracia,Vietnamese,12.95,,Starter + Main,False,False,Mon–Fri 13:00–16:00,Mon,Fri,,13:00,16:00,+34935181803,http://www.lavietnamita.com/,https://maps.app.goo.gl/TSpA7AHusGzfTeKA9,ChIJcRNmG5aipBIRvjtddo3D5pk
90,El manaba - aribau,Ecuadorian,15.9,,Starter + Main + Dessert + Drink,True,True,Mon–Fri 12:00–17:00,Mon,Fri,,12:00,17:00,+34930244720,https://www.elmanaba.es/,https://maps.app.goo.gl/DmHHaehhsYi12qiu6,ChIJ6ywn9zejpBIRxkiXD757pw4
91,El manaba,Ecuadorian,15.9,,Starter + Main + Dessert + Drink,True,True,Mon–Fri 12:00–17:00,Mon,Fri,,12:00,17:00,+34931438897,https://www.elmanaba.es/,https://maps.app.goo.gl/btjQ99r9pTTG69Fv9,ChIJl8YfjiejpBIRQOXfF5PsxU8
92,Noble barcelona,"Spanish, Tapas",18.9,,Starter + Main + Dessert + Drink,True,True,Tue–Fri 13:00–15:00,Tue,Fri,,13:00,15:00,+34936295555,https://www.instagram.com/noble_barcelona/,https://maps.app.goo.gl/UoeftKgGTQhHd5ja8,ChIJvaE4-eKjpBIRlqp-_oo4GVc
93,Labalabusta,Mediterranean,23.5,,Starter + Main + Dessert + Drink,True,True,Mon–Fri 13:00–15:45,Mon,Fri,,13:00,15:45,+34648124179,https://www.instagram.com/labalabusta/?hl=es,https://maps.app.goo.gl/jLDZcYjr6bGY7Es58,ChIJ0W_S1DejpBIRm7hsjrPoByQ
94,Can culleretes,Catalan,21.5,,Starter + Main + Dessert + Drink,True,True,Tue–Fri 13:00–15:00,Tue,Fri,,13:00,15:00,+34933173022,https://culleretes.com/,https://maps.app.goo.gl/NzPXC6yoKr8jRrXs9,ChIJGYMCSPaipBIRXpfmNOCEE3A
95,Inti&Chaska,Peruvian,14.9,,Starter + Main + Dessert + Drink,True,True,Mon–Fri 13:00–15:45,Mon,Fri,,13:00,15:45,+34685169935,https://www.instagram.com/inti.chaska/,https://maps.app.goo.gl/LyDYh3gxMxBpqwUK8,ChIJu1m3s6SjpBIRSwPy97fOslU
96,Inti&Chaska,Peruvian,14.9,,Starter + Main + Dessert + Drink,True,True,Mon–Fri 13:00–15:45,Mon,Fri,,13:00,15:45,+34931389502,https://www.instagram.com/inti.chaska/,https://maps.app.goo.gl/vmAF4tdiN5Q3yfEN9,ChIJrcDbtaKjpBIRHTaWW2pTBf4
97,petit muu,"Spanish, Meat",15.8,,Starter + Main + Dessert + Drink,True,True,Mon–Fri 13:00–16:00,Mon,Fri,,13:00,16:00,+34608633036,https://petitmuu.es/,https://maps.app.goo.gl/QWJbC1SoZ9ieLjxv7?g_st=ac,ChIJV_gWwI2ipBIR9TrcWqcHp1M
98,Flamant,Mediterranean,14.95,,Starter + Main + Dessert + Drink,True,True,Mon–Fri 13:00–15:45,Mon,Fri,,13:00,15:45,+34933231635,https://andilana.com/locales/flamant/,https://maps.app.goo.gl/cWkauaYn1LpCk5m38?g_st=ac,ChIJi1SzS4yipBIRq9RqyVGXzDs
99,Market Cuina Fresca,"Mediterranean, Healthy",18.5,,Starter + Main + Dessert + Drink,True,True,Mon–Fri 13:00–15:30,Mon,Fri,,13:00,15:30,+34934854563,https://www.instagram.com/marketcuina/,https://maps.app.goo.gl/2Whop5Kjg1M4CmVV7,ChIJzxoBoxejpBIRI94cLjWfnCM
100,Pueblo libre,Peruvian,16.9,,Starter + Main + Dessert,True,False,Mon–Fri 13:00–15:30,Mon,Fri,,13:00,15:30,+34629098442,https://www.pueblolibretaberna.com/,https://maps.app.goo.gl/akSoDgqFecrKwLFg7?g_st=ac,ChIJr8z65tOjpBIRGnO9ChKwbHw
101,Hosomaki Sants,Japanese,15.9,,Starter + Main + Dessert,True,False,Mon–Fri 13:00–16:00,Mon,Fri,,13:00,16:00,+34931994297,https://sants.teamhosomaki.com/,https://maps.app.goo.gl/ir7ajj5ev2mNuP1N7,ChIJlw5BW4aYpBIRboS3-dPAGS0
102,Algrano Bistro | Tamarit,Italian,19.0,,Starter + Main + Dessert + Water,True,True,Mon–Fri (excl. Tue) 13:00–15:30,Mon,Fri,Tue,13:00,15:30,+34640399988,http://www.algranobistro.com/,https://maps.app.goo.gl/A6M7dmVjopVBGA5k8?g_st=ac,ChIJPbdtq5yjpBIRwa8Sn6zcxG0
103,Motomaki & sushi,Japanese,12.9,,3 dishes of choice + Drink,False,True,Mon–Fri 12:15–16:00,Mon,Fri,,12:15,16:00,+34935396892,https://sushify.es/sushi/motomaki-sushi-2/,https://maps.app.goo.gl/LptZdDaRoqpZD9Kb8,ChIJuRD4GYqjpBIRaXb9Y9HmZlE
104,Lamalva,Mediterranean,22.0,,Starter + Main + Dessert + Water,True,True,Mon–Fri 13:00–17:00,Mon,Fri,,13:00,17:00,+34937304692,https://www.lamalvabcn.com/,https://maps.app.goo.gl/7VKxMgReDnErjH6aA?g_st=ac,ChIJ8U98946jpBIRinhPCufu2EQ
105,GYOJASANG Korean BBQ & Bar,"Korean, Korean BBQ",14.9,,Hot Pot (6 plates) + Dessert + Drink,True,True,Wed–Fri 13:00–15:30,Wed,Fri,,13:00,15:30,+34938326594,https://gyojasang.com/barcelona-mallorca/,https://maps.app.goo.gl/hsioYN3vcwPEiPg56?g_st=ac,ChIJiQNFsI-ipBIR0-qFLOEbr7Y
106,Riko's,Peruvian,14.9,,Starter + Main + Dessert + Drink,True,True,Mon–Fri 13:00–17:00,Mon,Fri,,13:00,17:00,+34933657587,https://pollosrikos.com/,https://maps.app.goo.gl/Nj1Cu4Nfo6npUD7JA?g_st=ac,ChIJXTdhPjujpBIRcAYGcOvM9iU
107,ÁNDELE Gràcia,Mexican,16.5,,Starter + Main + Dessert + Drink,True,True,Mon–Fri 12:30–16:00,Mon,Fri,,12:30,16:00,+34650548610,http://andele.es/,https://maps.app.goo.gl/pJ4iWCLsxvYKMqmU9?g_st=ac,ChIJ6-WKRr6ipBIRbZ8sdEdsbwk
108,Alsur Café | Llúria,Brunch,13.0,,Main + Dessert + Drink,True,True,Mon–Fri 13:00–15:00,Mon,Fri,,13:00,15:00,+34936241577,https://www.alsurcafe.com/,https://maps.app.goo.gl/3vxz1do23VeYQQoK9,ChIJyZYIJu6ipBIRe1lRArLwfXo
109,Más Que Sushi,Sushi,16.95,,"Free buffet – no drink, no dessert",False,False,Mon–Fri 13:00–16:00,Mon,Fri,,13:00,16:00,+34936271761,https://masquesushiuniversitat.com/,https://maps.app.goo.gl/SLmRWRzY8C2caZjB8,ChIJ_6F7-n2jpBIRYlQYGI-hj0o
110,Más Que Sushi | Ronda Universitat,Sushi,16.95,,"Free buffet – no drink, no dessert",False,False,Mon–Fri 13:00–16:00,Mon,Fri,,13:00,16:00,+34936636958,https://masquesushiuniversitat.com/,https://maps.app.goo.gl/37WCbpnZvh1gHfFp9,ChIJ20rfgu2jpBIR5oypjJu0sAM
111,Más Que Sushi Viladomat,Sushi,16.95,,"Free buffet – no drink, no dessert",False,False,Mon–Fri 13:00–16:00,Mon,Fri,,13:00,16:00,+34932761746,https://masquesushiuniversitat.com/,https://maps.app.goo.gl/3VSSxESi4SJMPKaBA,ChIJA_SyRHWjpBIRNEpw6Za0rbU
112,Más Que Sushi - St. Gervasi,Sushi,16.95,,"Free buffet – no drink, no dessert",False,False,Mon–Fri 13:00–16:00,Mon,Fri,,13:00,16:00,+34937849734,https://masquesushiuniversitat.com/,https://maps.app.goo.gl/LSPQGa8i6fwmqRsw7,ChIJQ2tbTECZpBIRFjtHmFj6tv0
